2332631.00,167405.00,0,9.00,6.00,167405.00,0
2332660.00,167406.00,0,18.00,15.00,167406.00,0
2332690.00,167407.00,0,2.00,16.00,167407.00,0
2332719.00,167408.00,0,9.00,57.00,167408.00,0
2332748.00,167409.00,0,18.00,6.00,167409.00,0
2332778.00,167410.00,0,3.00,32.00,167410.00,0
2332807.00,167411.00,0,15.00,5.00,167411.00,0
2332837.00,167412.00,0,5.00,12.00,167412.00,0
2332866.00,167501.00,0,21.00,36.00,167501.00,0
2332896.00,167502.00,0,15.00,19.00,167502.00,0
2332926.00,167503.00,0,9.00,1.00,167503.00,0
2332956.00,167504.00,0,1.00,41.00,167504.00,0
2332985.00,167505.00,0,16.00,37.00,167505.00,0
2333015.00,167505.00,1,5.00,33.00,167505.00,1
2333044.00,167506.00,0,16.00,32.00,167506.00,0
2333074.00,167507.00,0,1.00,57.00,167507.00,0
2333103.00,167508.00,0,10.00,34.00,167508.00,0
2333132.00,167509.00,0,19.00,19.00,167509.00,0
2333162.00,167510.00,0,5.00,3.00,167510.00,0
2333191.00,167511.00,0,16.00,17.00,167511.00,0
2333221.00,167512.00,0,5.00,2.00,167512.00,0
2333250.00,167601.00,0,19.00,3.00,167601.00,0
2333280.00,167602.00,0,10.00,5.00,167602.00,0
2333310.00,167603.00,0,1.00,52.00,167603.00,0
2333339.00,167604.00,0,17.00,58.00,167604.00,0
2333369.00,167605.00,0,9.00,40.00,167605.00,0
2333399.00,167606.00,0,0.00,8.00,167606.00,0
2333428.00,167607.00,0,12.00,56.00,167607.00,0
2333458.00,167608.00,0,0.00,15.00,167608.00,0
2333487.00,167609.00,0,10.00,42.00,167609.00,0
2333516.00,167610.00,0,21.00,3.00,167610.00,0
2333546.00,167611.00,0,7.00,42.00,167611.00,0
2333575.00,167612.00,0,18.00,41.00,167612.00,0
2333605.00,167701.00,0,5.00,54.00,167701.00,0
2333634.00,167702.00,0,17.00,30.00,167702.00,0
2333664.00,167703.00,0,5.00,57.00,167703.00,0
2333693.00,167704.00,0,19.00,35.00,167704.00,0
2333723.00,167705.00,0,10.00,20.00,167705.00,0
2333753.00,167706.00,0,1.00,39.00,167706.00,0
2333782.00,167707.00,0,16.00,51.00,167707.00,0
2333812.00,167708.00,0,7.00,26.00,167708.00,0
2333841.00,167709.00,0,21.00,17.00,167709.00,0
2333871.00,167710.00,0,10.00,26.00,167710.00,0
2333900.00,167711.00,0,22.00,51.00,167711.00,0
2333930.00,167712.00,0,10.00,25.00,167712.00,0
2333959.00,167801.00,0,21.00,6.00,167801.00,0
2333989.00,167802.00,0,7.00,9.00,167802.00,0
2334018.00,167803.00,0,17.00,5.00,167803.00,0
2334048.00,167803.00,1,3.00,31.00,167803.00,1
2334077.00,167804.00,0,14.00,54.00,167804.00,0
2334107.00,167805.00,0,3.00,31.00,167805.00,0
2334136.00,167806.00,0,17.00,27.00,167806.00,0
2334166.00,167807.00,0,8.00,38.00,167807.00,0
2334196.00,167808.00,0,0.00,49.00,167808.00,0
2334225.00,167809.00,0,17.00,20.00,167809.00,0
2334255.00,167810.00,0,9.00,13.00,167810.00,0
2334284.00,167811.00,0,23.00,37.00,167811.00,0
2334314.00,167812.00,0,12.00,10.00,167812.00,0
2334343.00,167901.00,0,23.00,4.00,167901.00,0
2334373.00,167902.00,0,8.00,47.00,167902.00,0
2334402.00,167903.00,0,17.00,48.00,167903.00,0
2334432.00,167904.00,0,2.00,35.00,167904.00,0
2334461.00,167905.00,0,11.00,44.00,167905.00,0
2334490.00,167906.00,0,22.00,0.00,167906.00,0
2334520.00,167907.00,0,10.00,14.00,167907.00,0
2334550.00,167908.00,0,0.00,59.00,167908.00,0
2334579.00,167909.00,0,18.00,5.00,167909.00,0
2334609.00,167910.00,0,12.00,24.00,167910.00,0
2334639.00,167911.00,0,6.00,19.00,167911.00,0
2334668.00,167912.00,0,22.00,35.00,167912.00,0
2334698.00,168001.00,0,12.00,39.00,168001.00,0
2334728.00,168002.00,0,0.00,34.00,168002.00,0
2334757.00,168003.00,0,10.00,32.00,168003.00,0
2334786.00,168004.00,0,18.00,55.00,168004.00,0
2334816.00,168005.00,0,2.00,20.00,168005.00,0
2334845.00,168006.00,0,9.00,43.00,168006.00,0
2334874.00,168007.00,0,18.00,17.00,168007.00,0
2334904.00,168008.00,0,5.00,10.00,168008.00,0
2334933.00,168008.00,1,19.00,6.00,168008.00,1
2334963.00,168009.00,0,11.00,55.00,168009.00,0
2334993.00,168010.00,0,6.00,38.00,168010.00,0
2335023.00,168011.00,0,1.00,45.00,168011.00,0
2335052.00,168012.00,0,19.00,51.00,168012.00,0
2335082.00,168101.00,0,11.00,49.00,168101.00,0
2335112.00,168102.00,0,1.00,1.00,168102.00,0
2335141.00,168103.00,0,11.00,22.00,168103.00,0
2335170.00,168104.00,0,19.00,24.00,168104.00,0
2335200.00,168105.00,0,2.00,9.00,168105.00,0
2335229.00,168106.00,0,8.00,51.00,168106.00,0
2335258.00,168107.00,0,16.00,42.00,168107.00,0
2335288.00,168108.00,0,2.00,40.00,168108.00,0
2335317.00,168109.00,0,15.00,20.00,168109.00,0
2335347.00,168110.00,0,6.00,51.00,168110.00,0
2335377.00,168111.00,0,0.00,51.00,168111.00,0
2335406.00,168112.00,0,20.00,21.00,168112.00,0
2335436.00,168201.00,0,15.00,43.00,168201.00,0
2335466.00,168202.00,0,9.00,8.00,168202.00,0
2335495.00,168203.00,0,23.00,22.00,168203.00,0
2335525.00,168204.00,0,10.00,21.00,168204.00,0
2335554.00,168205.00,0,18.00,53.00,168205.00,0
2335584.00,168206.00,0,2.00,6.00,168206.00,0
2335613.00,168207.00,0,9.00,9.00,168207.00,0
2335642.00,168208.00,0,16.00,56.00,168208.00,0
2335672.00,168209.00,0,2.00,9.00,168209.00,0
2335701.00,168210.00,0,13.00,27.00,168210.00,0
2335731.00,168211.00,0,3.00,24.00,168211.00,0
2335760.00,168212.00,0,20.00,10.00,168212.00,0
2335790.00,168301.00,0,15.00,2.00,168301.00,0
2335820.00,168302.00,0,10.00,18.00,168302.00,0
2335850.00,168303.00,0,4.00,3.00,168303.00,0
2335879.00,168304.00,0,19.00,7.00,168304.00,0
2335909.00,168305.00,0,7.00,23.00,168305.00,0
2335938.00,168306.00,0,17.00,26.00,168306.00,0
2335968.00,168306.00,1,2.00,2.00,168306.00,1
2335997.00,168307.00,0,9.00,57.00,168307.00,0
2336026.00,168308.00,0,17.00,56.00,168308.00,0
2336056.00,168309.00,0,2.00,46.00,168309.00,0
2336085.00,168310.00,0,13.00,16.00,168310.00,0
2336115.00,168311.00,0,2.00,5.00,168311.00,0
2336144.00,168312.00,0,17.00,19.00,168312.00,0
2336174.00,168401.00,0,10.00,19.00,168401.00,0
2336204.00,168402.00,0,3.00,56.00,168402.00,0
2336233.00,168403.00,0,21.00,1.00,168403.00,0
2336263.00,168404.00,0,12.00,45.00,168404.00,0
2336293.00,168405.00,0,2.00,42.00,168405.00,0
2336322.00,168406.00,0,14.00,44.00,168406.00,0
2336352.00,168407.00,0,1.00,3.00,168407.00,0
2336381.00,168408.00,0,10.00,11.00,168408.00,0
2336410.00,168409.00,0,18.00,58.00,168409.00,0
2336440.00,168410.00,0,4.00,18.00,168410.00,0
2336469.00,168411.00,0,14.00,51.00,168411.00,0
2336499.00,168412.00,0,2.00,50.00,168412.00,0
2336528.00,168501.00,0,16.00,6.00,168501.00,0
2336558.00,168502.00,0,6.00,23.00,168502.00,0
2336587.00,168503.00,0,21.00,32.00,168503.00,0
2336617.00,168504.00,0,13.00,17.00,168504.00,0
2336647.00,168505.00,0,5.00,9.00,168505.00,0
2336676.00,168506.00,0,20.00,19.00,168506.00,0
2336706.00,168507.00,0,10.00,7.00,168507.00,0
2336735.00,168508.00,0,22.00,22.00,168508.00,0
